size_fraction,ddt_hr,capture_fraction
1.191531546989238,24.0,0.022092172640819183
1.361750339416272,24.0,0.03803950256035105
0.0,36.0,0.0
0.0425546981067585,36.0,0.000219458668617418
0.085109396213517,36.0,0.0005120702267739069
0.170218792427034,36.0,0.001170446232626163
0.255328188640551,36.0,0.001755669348939142
0.340437584854068,36.0,0.002340892465252327
0.425546981067585,36.0,0.002926115581565305
0.510656377281102,36.0,0.0035113386978784912
0.680875169708136,36.0,0.004828090709583004
0.85109396213517,36.0,0.006510607168983076
1.021312754562204,36.0,0.010095098756400845
1.191531546989238,36.0,0.018068763716166784
1.361750339416272,36.0,0.0333577176298464
0.0,48.0,0.0
0.0425546981067585,48.0,0.00014630577907814
0.085109396213517,48.0,0.000438917337234837
0.170218792427034,48.0,0.0008778346744694659
0.255328188640551,48.0,0.0013167520117043042
0.340437584854068,48.0,0.001755669348939142
0.425546981067585,48.0,0.002194586686173979
0.510656377281102,48.0,0.002706656912947887
0.680875169708136,48.0,0.0037307973664959097
0.85109396213517,48.0,0.005120702267739493
1.021312754562204,48.0,0.008412582297000567
1.191531546989238,48.0,0.016093635698610012
1.361750339416272,48.0,0.03087051938551572
0.0,72.0,0.0
0.0425546981067585,72.0,7.315288953907e-05
0.085109396213517,72.0,0.000292611558156489
0.170218792427034,72.0,0.000585223116312978
0.255328188640551,72.0,0.0008778346744694659
0.340437584854068,72.0,0.001170446232626163
0.425546981067585,72.0,0.0015362106803217229
0.510656377281102,72.0,0.00182882223847842
0.680875169708136,72.0,0.002560351133869746
0.85109396213517,72.0,0.003584491587417562
1.021312754562204,72.0,0.005925384052670097
1.191531546989238,72.0,0.01243599122165317
1.361750339416272,72.0,0.02611558156547179
0.0,96.0,0.0
0.0425546981067585,96.0,7.315288953907e-05
0.085109396213517,96.0,0.000219458668617418
0.170218792427034,96.0,0.000438917337234837
0.255328188640551,96.0,0.000658376005852048
0.340437584854068,96.0,0.000950987564008745
0.425546981067585,96.0,0.001170446232626163
0.510656377281102,96.0,0.001463057790782652
0.680875169708136,96.0,0.00197512801755656
0.85109396213517,96.0,0.0027798098024871647
1.021312754562204,96.0,0.004169714703730748
1.191531546989238,96.0,0.007461594732991821
1.361750339416272,96.0,0.014557425018288082
0.0,120.0,0.0
0.0425546981067585,120.0,7.315288953907e-05
0.085109396213517,120.0,0.00014630577907814
0.170218792427034,120.0,0.000365764447695559
0.255328188640551,120.0,0.0005120702267739069
0.340437584854068,120.0,0.000731528895391326
0.425546981067585,120.0,0.000950987564008745
0.510656377281102,120.0,0.001170446232626163
0.680875169708136,120.0,0.0016825164594000712
0.85109396213517,120.0,0.002267739575713257
1.021312754562204,120.0,0.0034381858083394213
1.191531546989238,120.0,0.005705925384052679
1.361750339416272,120.0,0.010387710314557336
0.0,180.0,0.0
0.0425546981067585,180.0,0.0
0.085109396213517,180.0,7.315288953907e-05
0.170218792427034,180.0,0.000219458668617418
0.255328188640551,180.0,0.000365764447695559
0.340437584854068,180.0,0.0005120702267739069
0.425546981067585,180.0,0.000658376005852048
0.510656377281102,180.0,0.000804681784930396
0.680875169708136,180.0,0.001243599122165234
0.85109396213517,180.0,0.001755669348939142
1.021312754562204,180.0,0.002560351133869746
1.191531546989238,180.0,0.004169714703730748
1.361750339416272,180.0,0.007022677395756983
0.0,240.0,0.0
0.0425546981067585,240.0,0.0
0.085109396213517,240.0,7.315288953907e-05
0.170218792427034,240.0,0.00014630577907814
0.255328188640551,240.0,0.000292611558156489
0.340437584854068,240.0,0.000438917337234837
0.425546981067585,240.0,0.0005120702267739069
0.510656377281102,240.0,0.000658376005852048
0.680875169708136,240.0,0.000950987564008745
0.85109396213517,240.0,0.001463057790782652
1.021312754562204,240.0,0.002267739575713257
1.191531546989238,240.0,0.00365764447695684
1.361750339416272,240.0,0.006071689831748238
0.0,360.0,0.0
0.0425546981067585,360.0,0.0
0.085109396213517,360.0,7.315288953907e-05
0.170218792427034,360.0,0.00014630577907814
0.255328188640551,360.0,0.000219458668617418
0.340437584854068,360.0,0.000292611558156489
0.425546981067585,360.0,0.000365764447695559
0.510656377281102,360.0,0.0005120702267739069
0.680875169708136,360.0,0.000731528895391326
0.85109396213517,360.0,0.001170446232626163
1.021312754562204,360.0,0.00190197512801749
1.191531546989238,360.0,0.003218727139722002
1.361750339416272,360.0,0.005486466715435259
0.0,480.0,0.0
0.0425546981067585,480.0,0.0
0.085109396213517,480.0,0.0
0.170218792427034,480.0,7.315288953907e-05
0.255328188640551,480.0,0.00014630577907814
0.340437584854068,480.0,0.000219458668617418
0.425546981067585,480.0,0.000292611558156489
0.510656377281102,480.0,0.000438917337234837
0.680875169708136,480.0,0.000658376005852048
0.85109396213517,480.0,0.001024140453547815
1.021312754562204,480.0,0.0016825164594000712
1.191531546989238,480.0,0.002999268471104584
1.361750339416272,480.0,0.005193855157278563
0.0,720.0,0.0
0.0425546981067585,720.0,0.0
0.085109396213517,720.0,0.0
0.170218792427034,720.0,7.315288953907e-05
0.255328188640551,720.0,0.00014630577907814
0.340437584854068,720.0,0.000219458668617418
0.425546981067585,720.0,0.000219458668617418
0.510656377281102,720.0,0.000365764447695559
0.680875169708136,720.0,0.0005120702267739069
0.85109396213517,720.0,0.0008778346744694659
1.021312754562204,720.0,0.0015362106803217229
1.191531546989238,720.0,0.0027798098024871647
1.361750339416272,720.0,0.004974396488661144
